Precinct,0_HVAP_noise,1_HVAP_noise,2_HVAP_noise,3_HVAP_noise,4_HVAP_noise,5_HVAP_noise,6_HVAP_noise,7_HVAP_noise,8_HVAP_noise,9_HVAP_noise,10_HVAP_noise,11_HVAP_noise,12_HVAP_noise,13_HVAP_noise,14_HVAP_noise,15_HVAP_noise,16_HVAP_noise,17_HVAP_noise,18_HVAP_noise,19_HVAP_noise,0_WVAP_noise,1_WVAP_noise,2_WVAP_noise,3_WVAP_noise,4_WVAP_noise,5_WVAP_noise,6_WVAP_noise,7_WVAP_noise,8_WVAP_noise,9_WVAP_noise,10_WVAP_noise,11_WVAP_noise,12_WVAP_noise,13_WVAP_noise,14_WVAP_noise,15_WVAP_noise,16_WVAP_noise,17_WVAP_noise,18_WVAP_noise,19_WVAP_noise,0_BVAP_noise,1_BVAP_noise,2_BVAP_noise,3_BVAP_noise,4_BVAP_noise,5_BVAP_noise,6_BVAP_noise,7_BVAP_noise,8_BVAP_noise,9_BVAP_noise,10_BVAP_noise,11_BVAP_noise,12_BVAP_noise,13_BVAP_noise,14_BVAP_noise,15_BVAP_noise,16_BVAP_noise,17_BVAP_noise,18_BVAP_noise,19_BVAP_noise,0_VAP_noise,1_VAP_noise,2_VAP_noise,3_VAP_noise,4_VAP_noise,5_VAP_noise,6_VAP_noise,7_VAP_noise,8_VAP_noise,9_VAP_noise,10_VAP_noise,11_VAP_noise,12_VAP_noise,13_VAP_noise,14_VAP_noise,15_VAP_noise,16_VAP_noise,17_VAP_noise,18_VAP_noise,19_VAP_noise
1131000,741.0,1012.0,872.0,656.0,683.0,793.0,931.0,978.0,850.0,730.0,1098.0,927.0,910.0,879.0,935.0,1162.0,732.0,669.0,811.0,965.0,89.0,372.0,0.0,134.0,429.0,324.0,286.0,254.0,325.0,341.0,372.0,326.0,297.0,306.0,248.0,316.0,309.0,473.0,228.0,384.0,528.0,651.0,855.0,667.0,642.0,391.0,557.0,646.0,515.0,570.0,409.0,293.0,484.0,534.0,689.0,699.0,486.0,756.0,349.0,241.0,1424.0,2348.0,1831.0,1457.0,1882.0,1531.0,1788.0,2030.0,1813.0,1706.0,1879.0,1562.0,1797.0,1808.0,2066.0,2456.0,1772.0,1918.0,1430.0,1757.0
1131001,1055.0,1138.0,992.0,568.0,998.0,447.0,629.0,816.0,429.0,869.0,607.0,750.0,798.0,439.0,638.0,492.0,686.0,568.0,381.0,399.0,0.0,422.0,143.0,398.0,93.0,364.0,418.0,184.0,368.0,321.0,348.0,219.0,274.0,228.0,247.0,295.0,314.0,258.0,372.0,140.0,313.0,515.0,378.0,162.0,298.0,78.0,372.0,322.0,329.0,506.0,517.0,421.0,577.0,487.0,380.0,521.0,0.0,362.0,356.0,520.0,1895.0,2525.0,1513.0,1390.0,1558.0,1159.0,1643.0,1452.0,1296.0,1696.0,1640.0,1682.0,1849.0,1422.0,1265.0,1308.0,1043.0,1252.0,1266.0,1230.0
1131002,1913.0,1828.0,1908.0,1623.0,1746.0,1986.0,1686.0,1653.0,1787.0,1764.0,2152.0,2169.0,1759.0,1896.0,1834.0,1938.0,1759.0,1787.0,1951.0,2017.0,980.0,450.0,73.0,488.0,722.0,392.0,586.0,505.0,75.0,690.0,610.0,565.0,601.0,561.0,552.0,273.0,490.0,433.0,612.0,445.0,804.0,825.0,979.0,649.0,719.0,589.0,733.0,746.0,741.0,892.0,888.0,821.0,913.0,1013.0,824.0,947.0,968.0,990.0,855.0,847.0,3730.0,3279.0,3328.0,2908.0,3191.0,3265.0,3071.0,3029.0,2703.0,3444.0,3656.0,3666.0,3280.0,3509.0,3380.0,3261.0,3318.0,3210.0,3418.0,3397.0
1131003,453.0,431.0,593.0,502.0,167.0,605.0,695.0,730.0,716.0,328.0,413.0,512.0,65.0,679.0,639.0,780.0,548.0,422.0,514.0,131.0,720.0,748.0,803.0,713.0,689.0,721.0,750.0,698.0,751.0,708.0,690.0,553.0,709.0,388.0,847.0,1582.0,631.0,926.0,693.0,802.0,2628.0,2498.0,2660.0,2213.0,2279.0,2247.0,2417.0,1958.0,2194.0,2576.0,2135.0,2388.0,2421.0,1964.0,2227.0,2479.0,2434.0,2168.0,2679.0,2409.0,4357.0,3691.0,4381.0,3854.0,3234.0,3818.0,4037.0,3707.0,3892.0,3877.0,3831.0,3499.0,3369.0,3227.0,4435.0,4938.0,3855.0,3733.0,3910.0,3547.0
1131004,65.0,385.0,218.0,43.0,64.0,44.0,392.0,209.0,552.0,522.0,383.0,244.0,229.0,31.0,412.0,368.0,254.0,466.0,177.0,327.0,1044.0,1128.0,830.0,924.0,1157.0,1053.0,931.0,954.0,1049.0,1020.0,1051.0,1036.0,1106.0,1242.0,1002.0,1173.0,1118.0,1077.0,1032.0,1148.0,562.0,391.0,409.0,362.0,388.0,422.0,551.0,379.0,331.0,228.0,621.0,655.0,528.0,647.0,473.0,541.0,358.0,339.0,204.0,311.0,1938.0,1904.0,1457.0,1537.0,1609.0,1579.0,1984.0,1631.0,1994.0,1771.0,2101.0,2107.0,1863.0,2077.0,2259.0,2082.0,1730.0,1965.0,1562.0,2203.0
1131005,591.0,305.0,50.0,346.0,717.0,179.0,197.0,351.0,118.0,605.0,67.0,705.0,632.0,671.0,270.0,634.0,514.0,521.0,412.0,126.0,1677.0,1183.0,1671.0,1608.0,1312.0,1548.0,1426.0,1669.0,1320.0,1432.0,1458.0,1580.0,1576.0,1532.0,1473.0,1796.0,1433.0,1536.0,1259.0,1512.0,521.0,712.0,439.0,570.0,927.0,786.0,1096.0,282.0,646.0,807.0,641.0,432.0,665.0,591.0,775.0,343.0,523.0,0.0,386.0,812.0,2837.0,2345.0,2273.0,2575.0,3059.0,2635.0,2797.0,2332.0,2249.0,2993.0,2166.0,2744.0,2873.0,2794.0,2796.0,2993.0,2470.0,2076.0,2057.0,2602.0
1131006,0.0,119.0,79.0,0.0,4.0,66.0,28.0,0.0,0.0,135.0,142.0,20.0,61.0,174.0,0.0,285.0,48.0,262.0,431.0,5.0,1101.0,1229.0,1436.0,1440.0,1350.0,1324.0,1263.0,1397.0,1333.0,1455.0,1286.0,1412.0,1477.0,1584.0,1330.0,1469.0,1271.0,1476.0,896.0,1319.0,126.0,0.0,71.0,0.0,18.0,41.0,0.0,110.0,0.0,7.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,125.0,1236.0,1430.0,1586.0,1842.0,1372.0,1487.0,1291.0,1507.0,1364.0,1734.0,1760.0,1432.0,1538.0,1758.0,1557.0,1754.0,1702.0,1755.0,1327.0,1528.0
1131007,0.0,6.0,12.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,14.0,10.0,50.0,17.0,0.0,72.0,47.0,56.0,101.0,0.0,355.0,253.0,266.0,544.0,305.0,381.0,289.0,278.0,356.0,211.0,384.0,309.0,263.0,417.0,344.0,242.0,289.0,429.0,156.0,332.0,25.0,0.0,11.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,385.0,298.0,289.0,576.0,318.0,405.0,290.0,335.0,356.0,223.0,423.0,319.0,313.0,434.0,373.0,314.0,431.0,492.0,257.0,371.0
1131008,738.0,548.0,988.0,1178.0,497.0,660.0,442.0,902.0,711.0,800.0,426.0,501.0,824.0,516.0,308.0,585.0,785.0,454.0,840.0,663.0,829.0,639.0,952.0,1251.0,770.0,367.0,983.0,818.0,609.0,1296.0,841.0,1355.0,629.0,853.0,665.0,763.0,689.0,979.0,989.0,1079.0,478.0,1200.0,288.0,324.0,82.0,44.0,353.0,641.0,0.0,20.0,101.0,485.0,127.0,494.0,314.0,624.0,81.0,226.0,0.0,380.0,2187.0,2387.0,2415.0,2753.0,1904.0,1432.0,1796.0,2378.0,2125.0,2166.0,1381.0,2675.0,1801.0,1863.0,1321.0,2230.0,1842.0,1721.0,2199.0,2477.0
1131009,1282.0,1534.0,1287.0,971.0,848.0,1393.0,1291.0,1856.0,1136.0,2234.0,1260.0,1334.0,1057.0,943.0,1293.0,1271.0,1249.0,1120.0,1338.0,1412.0,531.0,674.0,629.0,538.0,548.0,776.0,617.0,525.0,347.0,365.0,598.0,438.0,588.0,714.0,777.0,643.0,572.0,534.0,532.0,821.0,257.0,357.0,686.0,855.0,865.0,684.0,1021.0,570.0,823.0,806.0,600.0,767.0,786.0,515.0,880.0,631.0,593.0,974.0,670.0,729.0,2346.0,2822.0,2692.0,2882.0,2864.0,3243.0,3425.0,2982.0,2391.0,3636.0,3296.0,2964.0,2766.0,2693.0,3284.0,2596.0,2555.0,3065.0,2591.0,3109.0
